sentence1	sentence2	similarity
M?t v?n ??ng viàn qu?n v?t v?i b?ng ?ì mÖu xanh l† cÉy ?ang ?†nh b¢ng	Ng??i ch?i qu?n v?t v?i b?ng ?ì mÖu xanh l† cÉy ?ang ?†nh b¢ng	1
M?t v?n ??ng viàn qu?n v?t ?ang lao v? ph°a bàn tr†i	Ng??i ch?i qu?n v?t v?i b?ng ?ì mÖu xanh l† cÉy ?ang ?†nh b¢ng	0.72
M?t v?n ??ng viàn qu?n v?t ?eo b?ng ?ì mÖu xanh l† cÉy ?ang ?†nh tr??t qu? b¢ng	M?t v?n ??ng viàn qu?n v?t ?ang lao v? ph°a bàn tr†i	0.6
M?t v?n ??ng viàn qu?n v?t v?i b?ng ?ì mÖu xanh l† cÉy ?ang ?†nh b¢ng	M?t v?n ??ng viàn qu?n v?t ?ang nh?y sang bàn tr†i	0.66
Khìng c¢ ng??i ch?i qu?n v?t nÖo lao v? ph°a bàn tr†i	M?t v?n ??ng viàn qu?n v?t v?i b?ng ?ì mÖu xanh l† cÉy ?ang ?†nh b¢ng	0.68
M?t v?n ??ng viàn qu?n v?t v?i b?ng ?ì mÖu xanh l† cÉy ?ang ?†nh b¢ng	M?t v?n ??ng viàn qu?n v?t ?ang lao v? ph°a bàn tr†i	0.72
M?t ng??i ?Ön ìng ?ang ng?i x?m trong b?i r?m vÖ ch?p ?nh	M?t ng??i ?Ön ìng ?ang ng?i x?m trong b?i r?m vÖ ch?p ?nh	0.983
Khìng c¢ ng??i ?Ön ìng nÖo ng?i x?m trong b?i r?m vÖ ch?p ?nh	M?t ng??i ?Ön ìng ?ang c£i mçnh vÖ c?m m†y ?nh	0.64
M?t ng??i ?Ön ìng ?ang ng?i x?m trong b?i r?m vÖ ch?p ?nh	M?t ng??i ?Ön ìng ?ang c£i mçnh vÖ c?m m†y ?nh	0.86
M?t s? con ch¢ khìng ch?i trong su?i	M?t s? con ch¢ ?ang ch?i ?óa trong m?t dïng su?i	0.68
Hai con ch¢ ?ang nhçn vÖo th? gç ?¢ ?ang di chuy?n trong n??c	Hai con ch¢ ?ang nhçn th? gç ?¢ ?ang b?n tung t¢e trong n??c	0.92
Hai con ch¢ ?ang nhçn th? gç ?¢ ?ang b?n tung t¢e trong n??c	Hai con mäo ?ang nhçn th? gç ?¢ ?ang b?n tung t¢e trong n??c	0.78
M?t s? con ch¢ ?ang ch?i ?óa trong m?t dïng su?i	Hai con mäo ?ang nhçn th? gç ?¢ ?ang b?n tung t¢e trong n??c	0.38
M?t con ch¢ ?en ?ang nh?y t? ??ng c? khì nÖy sang ??ng c? khì kh†c	M?t con ch¢ ?en ?ang nh?y t? m?t ??ng c? khì nÖy sang m?t ??ng c? khì kh†c	0.96
M?t con mäo ?en ?ang nh?y t? m?t qu? b¢ng c? khì nÖy sang m?t qu? b¢ng c? khì kh†c	M?t con ch¢ ?en ?ang nh?y t? ??ng c? khì nÖy sang ??ng c? khì kh†c	0.64
M?t con ch¢ ?en ?ang nh?y t? m?t ??ng c? khì nÖy sang m?t ??ng c? khì kh†c	M?t con ch¢ ?en ?ang nh?y ra kh?i m?t ki?n r?m hçnh tr?	0.82
M?t con ch¢ ?en ?ang nh?y ra kh?i m?t ki?n r?m hçnh tr?	M?t con mäo ?en ?ang nh?y t? m?t qu? b¢ng c? khì nÖy sang m?t qu? b¢ng c? khì kh†c	0.7
M?t con ch¢ ?en ?ang nh?y t? ??ng c? khì nÖy sang ??ng c? khì kh†c	M?t con ch¢ ?en ?ang nh?y ra kh?i m?t ki?n r?m hçnh tr?	0.84
M?t con ch¢ ?en ?ang nh?y t? ??ng c? khì nÖy sang ??ng c? khì kh†c	M?t con ch¢ tr?ng ?ang nh?y ra kh?i m?t ki?n r?m hçnh tr?	0.7
M?t con ch¢ ?en ?ang nh?y t? ??ng c? khì nÖy sang ??ng c? khì kh†c	M?t con ch¢ ?en ?ang nh?y ra kh?i m?t ki?n r?m hçnh tr?	0.8
Con ch¢ nÉu ?ang nh?y tràn khìng trung	Con v?t mÖu nÉu ?ang nh?y tràn khìng trung	0.88
Con ch¢ nÉu ?ang nh?y tràn khìng trung	M?t con ch¢ nÉu ?ang nh?y xu?ng n??c	0.72
M?t con ch¢ nÉu ?ang nh?y tràn khìng trung	M?t con ch¢ ?ang nh?y tràn khìng trung	0.94
Con ch¢ nÉu ?ang nh?y tràn khìng trung	M?t con ch¢ ?ang nh?y tràn khìng trung	0.88
M?t con ch¢ nÉu ?ang nh?y tràn khìng trung	Con v?t mÖu nÉu ?ang nh?y tràn khìng trung	0.88
M?t ng??i ?Ön ìng tràn chi?c xe m†y ?ang ch?y tràn ???ng ?ua vÖ v?y tay vui v?	M?t ng??i ?Ön ìng tràn xe m†y ?ang ch?y tràn ???ng ray vÖ v?y tay	0.92
Ng??i tràn xe m†y ?ang gi? c†nh tay làn	Ng??i tràn xe m†y ?ang gi? m?t c†nh tay làn	0.92
Ng??i tràn xe m†y ?ang gi? m?t c†nh tay làn	Ng??i tràn xe m†y khìng gi? tay làn	0.68
M?t ng??i ?Ön ìng tràn xe m†y ?ang ch?y tràn ???ng ray vÖ v?y tay	Ng??i tràn xe m†y khìng gi? tay làn	0.7
M?t ng??i ?Ön ìng tràn chi?c xe m†y ?ang ch?y tràn ???ng ?ua vÖ v?y tay vui v?	Ng??i tràn xe m†y ?ang gi? m?t c†nh tay làn	0.72
Ng??i tràn xe m†y ?ang gi? m?t c†nh tay làn	M?t ng??i ?Ön ìng tràn xe m†y ?ang ch?y tràn ???ng ray vÖ v?y tay	0.78
Hai ng??i l?n ?ang ??ng tràn m?t chi?c xe tay ga gi?a c†nh ??ng hoa vÖng	Hai ng??i l?n khìng ??ng tràn m?t chi?c xe tay ga trong m?t c†nh ??ng hoa vÖng	0.74
Hai ng??i ??i m? b?o hi?m ?ang c??i tràn nh?ng bìng hoa vÖng vÖ tr?ng	Hai ng??i ??i m? b?o hi?m khìng c??i tràn nh?ng bìng hoa vÖng vÖ tr?ng	0.78
Hai ng??i ??i m? b?o hi?m ?ang l†i xe qua nh?ng bìng hoa mÖu vÖng vÖ tr?ng	Hai ng??i l?n ?ang ??ng tràn m?t chi?c xe tay ga gi?a c†nh ??ng hoa vÖng	0.72
Hai ng??i ??i m? b?o hi?m khìng c??i tràn nh?ng bìng hoa vÖng vÖ tr?ng	Hai ng??i l?n ?ang ??ng tràn m?t chi?c xe tay ga gi?a c†nh ??ng hoa vÖng	0.66
Hai ng??i ??i m? b?o hi?m ?ang c??i tràn nh?ng bìng hoa vÖng vÖ tr?ng	Hai ng??i l?n ?ang ??ng tràn m?t chi?c xe tay ga gi?a c†nh ??ng hoa	0.72
Hai ng??i ??i m? b?o hi?m ?ang c??i tràn nh?ng bìng hoa vÖng vÖ tr?ng	Hai ng??i l?n khìng ??ng tràn m?t chi?c xe tay ga trong m?t c†nh ??ng hoa vÖng	0.52
Hai ng??i ??i m? b?o hi?m ?ang c??i tràn nh?ng bìng hoa vÖng vÖ tr?ng	Hai ng??i l?n ?ang ??ng tràn m?t chi?c xe tay ga gi?a c†nh ??ng hoa vÖng	0.68
M?t ng??i ?Ön ìng ?ang ?i xe ??p ??a hçnh xu?ng m?t ng?n ??i ??t	M?t ng??i ?ang ?i xe ??p ??a hçnh xu?ng m?t ng?n ??i ??t	0.94
M?t ng??i ?ang ??p xe d?c theo m?t con ???ng l?y l?i	M?t ng??i ?ang ??p xe d?c theo ???ng mïn	0.9
M?t ng??i ?ang ?i xe ??p ??a hçnh xu?ng m?t ng?n ??i ??t	M?t ng??i ?ang ??p xe d?c theo ???ng mïn	0.76
Khìng c¢ ng??i nÖo ??p xe tràn con ???ng l?y l?i	M?t ng??i ?ang ?i xe ??p ??a hçnh xu?ng m?t ng?n ??i ??t	0.52
M?t ng??i ?ang ??p xe d?c theo m?t con ???ng l?y l?i	M?t ng??i ?ang ?i xe ??p ??a hçnh làn m?t ng?n ??i ??t	0.82
M?t con ng?a tr?ng ?ang ???c c??i b?i m?t ng??i ?Ön ìng ??i m? cao b?i mÖu xanh	M?t ng??i ?Ön ìng ??i m? cao b?i mÖu xanh ?ang c??i m?t con ng?a tr?ng	0.94
M?t ng??i ?Ön ìng ??i m? cao b?i mÖu xanh ?ang c??i m?t con ng?a ?en	M?t ng??i ?Ön ìng ??i m? cao b?i mÖu xanh ?ang c??i m?t con ng?a tr?ng	0.74
M?t ng??i ?Ön ìng m?c ?? xanh ?ang c??i ng?a tràn con ???ng ??t	M?t ng??i ?Ön ìng ??i m? cao b?i mÖu xanh ?ang c??i m?t con ng?a ?en	0.8
M?t ng??i ?Ön ìng m?c ?? xanh ?ang c??i m?t con v?t tràn con ???ng ??t	M?t ng??i ?Ön ìng ??i m? cao b?i mÖu xanh ?ang c??i m?t con ng?a tr?ng	0.68
Ba ng??i ?ang l†i xe ATV	Khìng c¢ ng??i l†i xe ATV	0.64
Ba ng??i ?ang l†i xe ATV b?n b†nh tràn m?t c†nh ??ng	Ba ng??i ?ang l†i xe b?n b†nh tràn m?t c†nh ??ng	0.9
Ba ng??i ?ang l†i xe ATV	Ba ng??i ?ang l†i xe b?n b†nh tràn m?t c†nh ??ng	0.84
Ba ng??i ?ang l†i xe ATV b?n b†nh tràn ph?	Ba ng??i ?ang l†i xe ATV	0.92
Ba ng??i ?ang l†i xe ATV b?n b†nh tràn m?t c†nh ??ng	Khìng c¢ ng??i l†i xe ATV	0.66
Ba ng??i ?ang l†i xe ATV b?n b†nh tràn m?t c†nh ??ng	Ba ng??i ?ang l†i xe ATV	0.84
Hai con ch¢ tr?ng vÖ m?t con ch¢ nÉu khìng ?u?i theo m?t qu? b¢ng	Hai ch£ ch¢ tr?ng ?ang ch?i v?i m?t ch£ ch¢ nÉu vÖ m?t qu? b¢ng	0.8
Hai con ch¢ tr?ng vÖ m?t con ch¢ nÉu ?ang ?u?i theo m?t qu? b¢ng	Hai ch£ ch¢ tr?ng ?ang ch?i v?i m?t ch£ ch¢ nÉu vÖ m?t qu? b¢ng	0.86
M?t chi?c xe ?ua mÖu tr?ng ?ang ch?y qua m?t v?ng n??c	Khìng c¢ chi?c xe ?ua mÖu tr?ng nÖo ch?y qua v?ng n??c	0.68
M?t chi?c xe ?ua mÖu ?en ?ang nÇm bón làn khìng trung vÖ ?ang ti?n ??n kh£c cua tràn ???ng ?ua	M?t chi?c xe ?ua mÖu tr?ng ?ang ch?y qua m?t v?ng n??c	0.68
M?t chi?c xe ?ua mÖu tr?ng ?ang ch?y qua m?t v?ng n??c	M?t chi?c xe ?ua mÖu tr?ng ?ang nÇm bón làn khìng trung vÖ ?ang ti?n ??n kh£c cua tràn ???ng ?ua	0.707
M?t con ch¢ ?ang nh?y vÖo m?t qu? b¢ng ?† mÖu xanh s†ng b¢ng tràn m?t c†nh ??ng l† khì	M?t con v?t ?ang nh?y vÖo m?t qu? b¢ng ?† mÖu xanh s†ng b¢ng tràn m?t c†nh ??ng l† khì	0.88
M?t con ch¢ ?ang nh?y vÖo m?t qu? b¢ng ?† mÖu xanh s†ng b¢ng tràn m?t c†nh ??ng l† khì	M?t con ch¢ ?ang nh?y vÖo nh?ng chi?c l† khì tràn m?t c†nh ??ng b¢ng ?† mÖu xanh s†ng b¢ng	0.7
M?t con ch¢ ?en nh? ?eo vïng c? mÖu ?? vÖ ?ang ? trong l† v?i m?t qu? b¢ng mÖu xanh	M?t ch£ ch¢ ?en nh? ?eo vïng c? mÖu ?? vÖ ?ang ? trong l† v?i m?t qu? b¢ng mÖu xanh	0.94
M?t con ch¢ ?en nh? ?eo vïng c? mÖu ?? vÖ ?ang ? trong l† v?i m?t qu? b¢ng mÖu xanh	M?t con ch¢ ?ang nh?y vÖo m?t qu? b¢ng ?† mÖu xanh s†ng b¢ng tràn m?t c†nh ??ng l† khì	0.78
M?t con ch¢ ?en l?n ?eo vïng c? mÖu ?? vÖ ?ang ? trong l† v?i m?t qu? b¢ng mÖu xanh	M?t con ch¢ ?ang nh?y vÖo m?t qu? b¢ng ?† mÖu xanh s†ng b¢ng tràn m?t c†nh ??ng l† khì	0.64
M?t ch£ ch¢ ?en nh? ?eo vïng c? mÖu ?? vÖ ?ang ? trong l† v?i m?t qu? b¢ng mÖu xanh	Khìng c¢ ch£ ch¢ nÖo nh?y vÖo qu? b¢ng ?† mÖu xanh s†ng b¢ng tràn m?t c†nh ??ng l† khì	0.72
M?t ch£ ch¢ ?en nh? ?eo vïng c? mÖu ?? vÖ ?ang ? trong l† v?i m?t qu? b¢ng mÖu xanh	M?t con ch¢ ?ang nh?y vÖo nh?ng chi?c l† khì tràn m?t c†nh ??ng b¢ng ?† mÖu xanh s†ng b¢ng	0.62
M?t con ch¢ ?ang nh?y vÖo m?t qu? b¢ng ?† mÖu xanh s†ng b¢ng tràn m?t c†nh ??ng l† khì	M?t ch£ ch¢ ?en nh? ?eo vïng c? mÖu ?? vÖ ?ang ? trong l† v?i m?t qu? b¢ng mÖu xanh	0.78
M?t con ch¢ ?ang ch?y v? ph°a m?t qu? b¢ng	M?t con ch¢ ?ang ch?y v? ph°a m?t m¢n ?? ch?i	0.86
M?t con ch¢ ?ang ch?y qua m?t c†nh ??ng vÖ ?u?i theo m?t qu? b¢ng	M?t con ch¢ ?ang ch?y qua m?t c†nh ??ng vÖ ?u?i theo m?t m¢n ?? ch?i	0.94
M?t con ch¢ ?ang ch?y qua m?t c†nh ??ng vÖ ?u?i theo m?t qu? b¢ng	Khìng c¢ con ch¢ nÖo ch?y qua m?t c†nh ??ng vÖ ?u?i theo m?t qu? b¢ng	0.7
M?t con ch¢ ?ang ch?y v? ph°a m?t qu? b¢ng	M?t con ch¢ ?ang ch?y qua m?t c†nh ??ng vÖ ?u?i theo m?t m¢n ?? ch?i	0.82
M?t con ch¢ ?ang ch?y qua m?t c†nh ??ng vÖ ?u?i theo m?t qu? b¢ng	M?t con ch¢ ?ang ch?y v? ph°a m?t m¢n ?? ch?i	0.82
M?t con ch¢ ?ang ch?y qua m?t c†nh ??ng vÖ ?u?i theo m?t qu? b¢ng	M?t con ch¢ ?ang ch?y v? ph°a m?t qu? b¢ng	0.82
M?t ng??i m?c †o kho†c mÖu h?ng ?ang ch?y vÖo sÉn	M?t ng??i m?c †o kho†c mÖu h?ng khìng ch?y vÖo sÉn	0.86
M?t ng??i m?c ?? mÖu h?ng ?ang ch?y vÖo sÉn	B?n v?n ??ng viàn ?ang ? cóng m?t ng??i ?Ön ìng trong m?t sÉn v?n ??ng ?ìng ?£c	0.32
B?n v?n ??ng viàn ?ang ? cóng m?t ng??i ?Ön ìng trong m?t sÉn v?n ??ng ?ìng ?£c	M?t ng??i m?c †o kho†c mÖu h?ng khìng ch?y vÖo sÉn	0.24
B?n v?n ??ng viàn ?ang ? cóng m?t ng??i trong m?t sÉn v?n ??ng ?ìng ?£c	M?t ng??i m?c †o kho†c mÖu h?ng ?ang ch?y vÖo sÉn	0.32
Khìng c¢ ng??i ph? n? chÉu ? nÖo c?m kh?n lìng	M?t ng??i ph? n? m?c trang ph?c thanh l?ch ?ang ? trong ?†m ?ìng vÖ ?ang nhçn xu?ng	0.32
M?t ng??i ph? n? chÉu ? ?ang c?m m?t chi?c kh?n lìng	M?t ng??i ph? n? m?c trang ph?c thanh l?ch ?ang ? trong ?†m ?ìng vÖ ?ang nhçn xu?ng	0.44
M?t c?u bÇ ?ang ch?y qua bi?n ? b?i bi?n	M?t c?u bÇ ?ang ch?y qua n??c ? b?i bi?n	0.88
M?t cì g†i ?ang ch?y qua n??c ? b?i bi?n	M?t c?u bÇ ?ang ch?y qua n??c ? b?i bi?n	0.76
M?t c?u bÇ m?c †o phìng tr?ng ?ang ngh?ch n??c ? vóng n??c nìng	M?t ??a tr? m?c †o phìng tr?ng ?ang ngh?ch n??c ? vóng n??c nìng	0.9
Khìng c¢ c?u bÇ nÖo m?c †o phìng tr?ng ?ang tÇ n??c ? vóng n??c nìng	M?t c?u bÇ ?ang ch?y qua n??c ? b?i bi?n	0.48
Hai c?u th? b¢ng r? cao l?n ?ang tranh giÖnh b¢ng tràn sÉn	Hai c?u th? b¢ng r? ?ang tranh giÖnh b¢ng tràn sÉn	0.92
M?t c?u th? b¢ng r? ?ang ? tràn sÉn vÖ m?t c?u th? kh†c ?ang b?t b¢ng	Khìng c¢ c?u th? b¢ng r? nÖo tràn sÉn vÖ khìng c¢ ai b?t b¢ng	0.64
M?t c?u th? b¢ng r? ?ang ? tràn sÉn vÖ qu? b¢ng ?ang b? m?t c?u th? kh†c c??p m?t	Hai c?u th? b¢ng r? ?ang tranh giÖnh b¢ng tràn sÉn	0.94
Hai c?u th? b¢ng r? cao l?n ?ang tranh giÖnh b¢ng tràn sÉn	M?t c?u th? b¢ng r? ?ang ? tràn sÉn vÖ m?t c?u th? kh†c ?ang b?t b¢ng	0.8
M?t c?u th? b¢ng r? ?ang ? tràn sÉn vÖ m?t c?u th? kh†c ?ang b?t b¢ng	Hai c?u th? b¢ng r? ?ang tranh giÖnh b¢ng tràn sÉn	0.86
Nh?ng ch£ ch¢ tr?ng ?ang tï mï nhçn con l?c ?Ö ?en	Nh?ng ch£ ch¢ tr?ng ?ang nhçn con l?c ?Ö ?en	0.92
Nh?ng con ch¢ tr?ng khìng tï mï nhçn con l?c ?Ö ?en	Nh?ng ch£ ch¢ tr?ng ?ang tï mï nhçn con l?c ?Ö ?en	0.74
M?t con c?u ?en ?ang ??ng g?n ba con ch¢ tr?ng	M?t con c?u ?en ??ng c†ch xa ba con ch¢ tr?ng	0.7
M?t con c?u ?en ?ang ??ng g?n ba con ch¢ tr?ng	Nh?ng ch£ ch¢ tr?ng ?ang nhçn con l?c ?Ö ?en	0.54
Nh?ng con ch¢ tr?ng khìng tï mï nhçn con l?c ?Ö ?en	M?t con c?u ?en ?ang ??ng g?n ba con ch¢ tr?ng	0.4
Con l?c ?Ö ?en tï mï nhçn nh?ng con ch¢ tr?ng	M?t con c?u ?en ?ang ??ng g?n ba con ch¢ tr?ng	0.6
M?t con ch¢ x†m ?ang nh?y v? ph°a m?t con ch¢ ?en tr?ng tràn tuy?t m?m	M?t con ch¢ x†m ?ang nh?y v? ph°a m?t con ch¢ ?en tr?ng tràn tuy?t	0.92
M?t con ch¢ x†m ?ang nh?y v? ph°a m?t con ch¢ ?en tr?ng tràn tuy?t	M?t con ch¢ x†m ?ang nh?y v? ph°a m?t con ch¢ ?en tr?ng trong n??c	0.7
Hai ch£ ch¢ xó ?ang ? trong tuy?t vÖ m?t ch£ ?ang nh?y	M?t con ch¢ x†m ?ang nh?y v? ph°a m?t con ch¢ ?en tr?ng tràn tuy?t	0.72
M?t con ch¢ x†m ?ang nh?y v? ph°a m?t con ch¢ ?en tr?ng tràn tuy?t	Hai ch£ ch¢ xó ?ang ? trong tuy?t vÖ m?t ch£ ?ang n?m xu?ng	0.66
Ng??i ?Ön ìng ???c c†c nhi?p ?nh gia vÉy quanh ?ang m?c b? ?? mÖu x†m vÖ ?eo k°nh	Ng??i ph? n? ???c c†c nhi?p ?nh gia vÉy quanh ?ang m?c b? ?? mÖu x†m vÖ ?eo k°nh	0.66
M?t ng??i ?Ön ìng trong b? v†y thanh l?ch ?ang ???c c†c nhi?p ?nh gia vÉy quanh	M?t ng??i ?Ön ìng m?c vest ?ang ???c c†c nhi?p ?nh gia vÉy quanh	0.82
M?t ng??i ?Ön ìng m?c vest khìng b? c†c nhi?p ?nh gia vÉy quanh	M?t ng??i ?Ön ìng m?c vest ?ang ???c c†c nhi?p ?nh gia vÉy quanh	0.84
M?t nhi?p ?nh gia ?ang b? bao quanh b?i nh?ng ng??i ?Ön ìng	Ng??i ?Ön ìng ???c c†c nhi?p ?nh gia vÉy quanh ?ang m?c b? ?? mÖu x†m vÖ ?eo k°nh	0.56
Ng??i ?Ön ìng ???c c†c nhi?p ?nh gia vÉy quanh ?ang m?c b? ?? mÖu x†m vÖ ?eo k°nh	M?t ng??i ?Ön ìng m?c vest ?ang ???c c†c nhi?p ?nh gia vÉy quanh	0.92
Tr? em m?c ?? b?i ?ang ch?i trong h? b?i	Tr? em m?c ?? b?i ?ang ch?i ?óa d??i n??c	0.88
C†c chÖng trai ?ang m?c ?? b?i vÖ n??c b?n tung t¢e xung quanh	Nh?ng ??a tr? ?ang m?c ?? b?i vÖ n??c b?n tung t¢e xung quanh	0.9
Nh?ng ??a tr? ?ang m?c ?? b?i vÖ n??c b?n tung t¢e xung quanh	Tr? em m?c ?? b?i ?ang ch?i ?óa d??i n??c	0.84
Nh?ng c?u bÇ ?ang ?u mçnh b?ng dÉy vÖ ?† vÖo nhau	M?i ng??i ?ang ?u mçnh tràn dÉy vÖ ?† vÖo nhau	0.88
M?t cì g†i t¢c vÖng ?ang treo mçnh b?ng dÉy th?ng th? d?c	M?t cì g†i ?ang treo mçnh b?ng dÉy th?ng th? d?c	0.94
M?t cì g†i t¢c vÖng ?ang treo mçnh b?ng dÉy th?ng th? d?c	M?t ng??i ?Ön ìng t¢c vÖng ?ang treo mçnh b?ng dÉy th?ng th? d?c	0.6
M?t cì g†i t¢c vÖng ?ang treo mçnh b?ng dÉy th?ng th? d?c	Nh?ng c?u bÇ ?ang ?u mçnh b?ng dÉy vÖ ?† vÖo nhau	0.32
Khìng ai b? treo l?ng l?ng b?ng dÉy vÖ ?† vÖo nhau	M?t cì g†i t¢c vÖng ?ang treo mçnh b?ng dÉy th?ng th? d?c	0.5
M?i ng??i ?ang ?u mçnh tràn dÉy vÖ ?† vÖo nhau	M?t cì g†i t¢c vÖng ?ang treo mçnh b?ng dÉy th?ng th? d?c	0.5
M?t ng??i ?Ön ìng m?c ?? ?en tr?ng ?ang gi? v?t tennis làn vÖ ch? b¢ng	M?t ng??i ?Ön ìng m?c ?? ?en tr?ng ?ang th? v?t tennis vÖ ?ang ch? b¢ng	0.8
M?t v?n ??ng viàn qu?n v?t ?ang ? gi?a tr?n ??u ?ang c?m m?t cÉy v?t	M?t v?n ??ng viàn qu?n v?t ?ang ? gi?a tr?n ??u khìng c?m v?t	0.58
M?t v?n ??ng viàn qu?n v?t ?ang ? gi?a tr?n ??u khìng c?m v?t	M?t ng??i ?Ön ìng m?c ?? ?en tr?ng ?ang gi? v?t tennis làn vÖ ch? b¢ng	0.6
M?t v?n ??ng viàn qu?n v?t ?ang ? gi?a tr?n ??u ?ang c?m m?t cÉy v?t	M?t c?u th? m?c ?? ?en tr?ng ?ang gi? v?t tennis làn vÖ ch? b¢ng	0.82
M?t ng??i ?Ön ìng m?c ?? ?en tr?ng ?ang th? v?t tennis vÖ ?ang ch? b¢ng	M?t v?n ??ng viàn qu?n v?t ?ang ? gi?a tr?n ??u ?ang c?m m?t cÉy v?t	0.623
M?t con ch¢ ?ang ch?i ?óa tràn c†nh ??ng xanh	M?t con ch¢ ?ang ch?i tràn b?i c? xanh	0.9
M?t con ch¢ ?ang ng? tràn b?i c? xanh	M?t con ch¢ ?ang ch?i tràn b?i c? xanh	0.74
M?t con mäo nÉu vÖ tr?ng ?ang ch?i tràn c?	M?t con ch¢ nÉu vÖ tr?ng ?ang ch?i tràn c?	0.6
M?t con ch¢ nÉu vÖ tr?ng ?ang ch?i tràn b?i c?	M?t con ch¢ ?ang ch?i tràn b?i c? xanh	0.86
M?t con ch¢ ?ang ng? tràn b?i c? xanh	M?t con ch¢ nÉu vÖ tr?ng ?ang ch?i tràn c?	0.58
M?t con ch¢ nÉu vÖ tr?ng ?ang ch?i tràn c?	M?t con ch¢ ?ang ch?i tràn b?i c? xanh	0.84
M?t c?u bÇ ?eo y?m ?ang nhçn vÖo m†y ?nh	M?t c?u bÇ ?eo y?m ?ang nhçn vÖo m†y ?nh	0.96
M?t c?u bÇ ?eo y?m khìng nhçn vÖo m†y ?nh	M?t ??a tr? da r†m n?ng ?ang nhçn vÖo m†y ?nh	0.6
M?t c?u bÇ ?eo y?m ?ang nhçn vÖo m†y ?nh	M?t ??a tr? da r†m n?ng ?ang nhçn vÖo m†y ?nh	0.72
Khìng c¢ ??a tr? da r†m n?ng nÖo nhçn vÖo m†y ?nh	M?t c?u bÇ ?eo y?m ?ang nhçn vÖo m†y ?nh	0.56
M?t ??a tr? da r†m n?ng ?ang nhçn vÖo m†y ?nh	M?t c?u bÇ ?eo y?m ?ang nhçn vÖo m†y ?nh	0.7
C?u bÇ m?c †o s? mi xanh ?ang nh?y xu?ng n??c	M?t cì g†i tr? ?ang nh?y xu?ng m?t h? n??c t?nh l?ng	0.44
M?t c?u bÇ ?ang nh?y xu?ng m?t h? n??c t?nh l?ng	M?t c?u bÇ m?c †o s? mi xanh ?ang nh?y xu?ng n??c	0.86
M?t c?u bÇ ?ang nh?y xu?ng m?t h? n??c t?nh l?ng	C?u bÇ m?c †o s? mi xanh ?ang nh?y xu?ng n??c	0.78
Hai ng??i ?Ön ìng ?ang mang nh?ng chi?c gi? vÖ ch?n ??y mÖu s?c vÖ ?i b? g?n m?t tïa nhÖ	Hai ng??i ?ang mang nh?ng chi?c gi? vÖ ch?n ??y mÖu s?c vÖ ?i b? g?n m?t tïa nhÖ	0.88
Hai ng??i ?ang ?i b? v?i nh?ng chi?c gi? n?ng tr?u vÖ nh?ng chi?c ch?n ??y mÖu s?c	Hai ng??i ?ang ?i b? v?i nh?ng chi?c gi? vÖ ch?n n?ng tr?u	0.82
Hai ng??i ?ang mang nh?ng chi?c gi? vÖ ch?n ??y mÖu s?c vÖ ?i b? g?n m?t tïa nhÖ	Hai ng??i ?ang ng?i v?i nh?ng chi?c gi? vÖ ch?n n?ng tr?u	0.56
Hai ng??i ?Ön ìng ?ang mang nh?ng chi?c gi? vÖ ch?n ??y mÖu s?c vÖ ?i b? g?n m?t tïa nhÖ	Hai ng??i ?ang ?i b? v?i nh?ng chi?c gi? vÖ ch?n n?ng tr?u	0.78
Hai ng??i ?ang mang nh?ng chi?c gi? mÖu x†m vÖ ch?n vÖ ?i b? g?n m?t tïa nhÖ	Hai ng??i ?ang ?i b? v?i nh?ng chi?c gi? vÖ ch?n n?ng tr?u	0.84
Hai ng??i ?ang mang nh?ng chi?c gi? vÖ ch?n ??y mÖu s?c vÖ ?i b? g?n m?t tïa nhÖ	Hai ng??i ?ang ?i b? v?i nh?ng chi?c gi? vÖ ch?n n?ng tr?u	0.82
M?t cì g†i tr? ?ang ng?i trong b? ?? b?i	M?t chÖng trai tr? ?ang ng?i trong b? ?? b?i	0.66
M?t cì g†i tr? ?ang ng?i trong b? ?? b?i	"M?t cì g†i tr? m?c b? ?? b?i h?a ti?t mÖu xanh, ??i m? b?i mÖu ?en vÖ vÖng vÖ ?eo k°nh b?i mÖu xanh tràn ??u"	0.76
M?t chÖng trai tr? ?ang ng?i trong b? ?? b?i	"M?t cì g†i tr? m?c b? ?? b?i h?a ti?t mÖu xanh, ??i m? b?i mÖu ?en vÖ vÖng vÖ ?eo k°nh b?i mÖu xanh tràn ??u"	0.52
M?t cì g†i tr? ?ang ng?i trong b? ?? b?i	"M?t cì g†i tr? m?c b? ?? b?i h?a ti?t mÖu xanh, ??i m? b?i mÖu ?en vÖ vÖng vÖ ?eo k°nh b?i mÖu xanh tràn ??u"	0.78
M?t con ch¢ nÉu ?ang ch?y qua con ???ng ??y tuy?t	M?t ch£ ch¢ nÉu ?ang ch?y qua m?t con ???ng ??y tuy?t	0.98
M?t ch£ ch¢ nÉu ?ang ch?y qua m?t con ???ng ??y tuy?t	M?t con ch¢ ?ang ch?y tràn con ???ng ??y tuy?t	0.86
Hai ??a tr? m?c trang ph?c mÖu tr?ng vÖ ?? b?o h? mÖu ?? ?ang ng?i tràn m?t t?m th?m	Hai ??a tr? m?c trang ph?c mÖu tr?ng vÖ ?? b?o h? mÖu ?? ?ang ??u t?p tràn th?m	0.84
