sentence1;sentence2;similarity
Người đàn ông đang bị hất khỏi lưng ngựa;Có ai đó đang cưỡi ngựa;0,68
Một con ngựa đang ngã đè lên ai đó;Người đàn ông đang bị hất khỏi lưng ngựa;0,52
Người đàn ông đang bị hất khỏi lưng ngựa;Có người đang ngã ngựa;0,82
Không có người phụ nữ nào gõ ngón tay của mình;Một người phụ nữ đang gõ ngón tay của mình;0,60
Một người phụ nữ đang gõ ngón tay trên bàn;Một người phụ nữ đang gõ ngón tay của mình;0,84
Con chó đang hất một cậu bé xuống nước;Một cậu bé đang bị con chó hất xuống nước;0,90
Con chó không hất cậu bé xuống nước;Một con chó đang đẩy một đứa trẻ mới biết đi vào vũng nước mưa;0,75
Con chó đang hất một cậu bé xuống nước;Một con chó đang kéo một đứa trẻ ra khỏi vũng nước mưa;0,64
Con chó đang hất một cậu bé xuống nước;Một con chó đang đẩy một đứa trẻ mới biết đi vào vũng nước mưa;0,76
Một người đàn ông đang đói bụng ăn một bát ngũ cốc;Một người đàn ông đang ăn một bát ngũ cốc;0,92
Ngũ cốc đang được người đàn ông ăn;Người đàn ông đang ăn ngũ cốc;1
Người đàn ông đang ăn ngũ cốc;Không có người đàn ông nào ăn ngũ cốc;0,78
Một người đàn ông đang ăn một bát ngũ cốc;Người đàn ông đang ăn ngũ cốc;0,96
Một người đàn ông đang chơi đàn ghi-ta;Một người đàn ông đang gảy đàn guitar;0,92
Một người đàn ông đang cất cây đàn guitar đi;Một người đàn ông đang chơi đàn ghi-ta;0,62
Người đàn ông đang chơi sáo;Người đó đang chơi sáo;0,94
Người đàn ông không chơi sáo;Người đàn ông đang chơi sáo;0,82
Một người đàn ông đang cất cây đàn guitar đi;Người đàn ông đang chơi sáo;0,56
Không có người phụ nữ nào thêm gia vị vào thịt;Một người phụ nữ đang thêm gia vị vào thịt;0,80
Người phụ nữ đang thêm đường vào thịt;Người phụ nữ không thêm đường vào thịt;0,72
Một người phụ nữ đang thêm gia vị vào thịt;Người phụ nữ đang từ từ thêm đường vào thịt;0,78
Người phụ nữ không thêm đường vào thịt;Một người phụ nữ đang thêm gia vị vào thịt;0,72
Một người phụ nữ đang thêm gia vị vào thịt;Người phụ nữ đang thêm đường vào thịt;0,82
Người phụ nữ đang thêm đường vào thịt;Không có người phụ nữ nào thêm gia vị vào thịt;0,74
Một con chó đang cắn một lon;Một lon đang bị chó cắn;1
Một con chó đang mở một hộp thức ăn;Một con chó đang đóng hộp thức ăn;0,60
Một con chó đang đóng hộp thức ăn;Một con chó đang cắn một lon;0,64
Một lon đang bị chó cắn;Một con chó đang mở một hộp thức ăn;0,62
Một con chó đang thả một lon;Một con chó đang mở một hộp thức ăn;0,62
Một con mèo đang chơi với một quả dưa hấu;Không có con mèo nào chơi với quả dưa hấu;0,84
Con mèo đang chơi với quả dưa hấu;Con mèo không chơi với quả dưa hấu;0,80
Một con mèo đang chơi với một quả dưa hấu;Con mèo đang chơi với quả dưa hấu;1
Không có cậu bé nào chơi đàn ghita;Một cậu bé đang chơi đàn ghita;0,66
Một thiếu niên đang chơi đàn ghita;Một đứa trẻ đang chơi đàn ghita;0,86
Một đứa trẻ đang cất cây đàn guitar đi;Một đứa trẻ đang chơi đàn ghita;0,70
Một thiếu niên đang chơi đàn ghita;Một cậu bé đang chơi đàn ghita;0,82
Một cậu bé đang chơi đàn ghita;Một đứa trẻ đang cất cây đàn guitar đi;0,69
Không có cậu bé nào chơi đàn ghita;Một đứa trẻ đang chơi đàn ghita;0,78
Một người phụ nữ đang lướt ván trên hồ;Một người phụ nữ đang lướt ván trên hồ;0,94
Một người phụ nữ đang lướt ván trên hồ;Một người phụ nữ đang ngắm hồ;0,72
Một người phụ nữ đang lướt ván trên hồ;Người phụ nữ đang trượt nước;0,70
Một chiếc máy ảnh đang được người đàn ông đóng vào đinh;Người đàn ông đang đóng đinh bằng máy ảnh;0,86
Người đàn ông đang đóng đinh bằng máy ảnh;Người đàn ông không đóng đinh bằng máy ảnh;0,60
Người đàn ông đang đóng đinh bằng máy ảnh;Có người đang đóng đinh vào ống kính máy ảnh bằng những tiếng nổ lớn;0,71
Người đàn ông đang đóng đinh bằng máy ảnh;Có người đang đập ống kính máy ảnh vào một cái đinh;0,85
Một người đang gói một củ hành tây;Một người đang cắt hành tây;0,72
Một người gần một củ hành tây có một vết cắt;Một người đang cắt hành tây;0,68
Một người đang cắt hành tây;Một người đang cắt hành tây;0,98
Một người đang cắt hành tây;Không có người nào cắt hành tây;0,66
Một người đang cắt hành tây;Một người đang cắt hành tây;0,96
Một người đang thái hành tây;Một người đang cắt hành tây;0,96
Một củ cà rốt đang được một người phụ nữ cắt lát;Một người phụ nữ đang thái lát cà rốt;0,96
Một người phụ nữ đang thái lát cà rốt;Không có người phụ nữ nào đang thái cà rốt;0,64
Người phụ nữ phương Đông đang cắt một củ cà rốt thành từng miếng mỏng;Người phụ nữ phương Đông đang cắt một củ cà rốt thành từng miếng mỏng;1
Một người phụ nữ gầy đang ghép những miếng cà rốt phương Đông lại với nhau;Một người phụ nữ đang thái lát cà rốt;0,66
Người phụ nữ phương Đông đang cắt một củ cà rốt thành từng miếng mỏng;Một củ cà rốt đang được một người phụ nữ cắt lát;0,86
Người phụ nữ phương Đông đang cắt một củ cà rốt thành từng miếng mỏng;Một người phụ nữ đang thái lát cà rốt;0,88
Một người đàn ông đang đổ một đĩa phô mai vụn vào nồi nước sốt;Một người đàn ông đang đổ một đĩa phô mai đã được cắt nhỏ vào một nồi nước sốt;1
Một người đàn ông đang đổ một đĩa phô mai vụn vào nồi nước sốt;Một người đàn ông đang lấy một đĩa phô mai vụn ra khỏi một nồi nước sốt;0,78
Người phụ nữ đang thêm phô mai vào nước sốt;Người phụ nữ đang thêm phô mai vào nước sốt;0,96
Một người đàn ông đang đổ một đĩa phô mai đã được cắt nhỏ vào một nồi nước sốt;Người phụ nữ đang thêm phô mai vào nước sốt;0,72
Người phụ nữ đang thêm phô mai vào nước sốt;Một người đàn ông đang lấy một đĩa phô mai vụn ra khỏi một nồi nước sốt;0,48
Một người đàn ông đang đổ một nồi nước sốt phô mai vào một chiếc đĩa đã cắt nhỏ;Người phụ nữ đang thêm phô mai vào nước sốt;0,44
Người phụ nữ đang thêm phô mai vào nước sốt;Một người đàn ông đang đổ một đĩa phô mai vụn vào nồi nước sốt;0,74
Một số máy ảnh đang bị đốt cháy bởi một người dùng đèn khò;Một người đang đốt một số máy ảnh bằng đèn khò;0,96
Không có người nào đốt cháy máy ảnh;Người đó đang đốt cháy các máy ảnh;0,62
Một người đang đốt một số máy ảnh bằng đèn khò;Người đó đang đốt cháy các máy ảnh;0,82
Người đàn ông đang chơi đàn guitar acoustic;Người đàn ông đang chơi một cây đàn guitar acoustic;0,98
Người đàn ông không chơi đàn guitar acoustic;Người đàn ông đang chơi đàn guitar acoustic;0,84
Người đàn ông đang chơi một cây đàn guitar acoustic;Một người đàn ông đang chơi đàn ghi-ta;0,86
Một người đàn ông đang chơi đàn ghi-ta;Người đàn ông không chơi đàn guitar acoustic;0,76
Người đàn ông đang chơi đàn guitar acoustic;Một người đàn ông đang chơi đàn ghi-ta;0,92
Một người đang cắt hành tây thành từng miếng;Một người đang ghép một củ hành tây;0,68
Một người đang cắt một củ cà rốt thành từng miếng;Một củ cà rốt đang được một người cắt thành từng miếng;1
Không có người nào cắt một củ cà rốt thành từng miếng;Một người đang cắt một củ cà rốt thành từng miếng;0,70
Không có người nào cắt một củ cà rốt thành từng miếng;Một người đang cắt hành tây thành từng miếng;0,54
Một người đang ghép một củ hành tây;Một người đang cắt một củ cà rốt thành từng miếng;0,50
Người đàn ông đang cắt một củ khoai tây;Người đàn ông đang gói một củ khoai tây;0,82
Người đàn ông đang cắt khoai tây;Người đó đang cắt lát khoai tây;0,86
Người đàn ông đang cắt khoai tây;Người đàn ông không cắt lát khoai tây;0,58
Người đó đang cẩn thận cắt lát một củ khoai tây;Người đàn ông đang cắt khoai tây;0,86
Người đàn ông đang cắt khoai tây;Người đàn ông đang gói một củ khoai tây;0,72
Người đàn ông đang nấu những lát khoai tây;Người đàn ông đang cắt khoai tây;0,76
Người đàn ông đang cắt một củ khoai tây;Người đàn ông đang cắt khoai tây;1
Không có ai cắt cà chua;Ai đó đang cắt một quả cà chua;0,68
Người phụ nữ đang thái lát một quả cà chua;Người phụ nữ đang thái lát một quả cà chua;0,94
Có ai đó đang cắt một quả cà chua;Người phụ nữ đang thái lát một quả cà chua;0,88
Một người đàn ông đang chuẩn bị một món ăn;Một người đàn ông đang chuẩn bị một món ăn;1
Người phụ nữ đang thái hành tây bằng dao;Một củ hành tây đang được người phụ nữ cắt lát bằng dao;0,96
Một người đàn ông đang chuẩn bị một món ăn;Người phụ nữ không cắt hành tây bằng dao;0,32
Người phụ nữ đang thái hành tây bằng dao;Một người đàn ông đang chuẩn bị một món ăn;0,44
Những người chạy đang tham gia một cuộc đua;Người chạy không tham gia cuộc đua;0,78
Những người chạy đang chạy đua trong một cuộc thi;Những người chạy đang tham gia một cuộc đua;0,90
Những người chạy đang chạy đua một cách vội vã quanh một đường đua;Những người chạy đang chạy quanh một đường đua;0,94
Những người chạy đang chạy quanh một đường đua;Những người chạy không chạy đua quanh một đường đua;0,74
Những người chạy đang chạy đua một cách vội vã quanh một đường đua;Những người chạy đang tham gia một cuộc đua;0,86
Những người chạy đang tham gia một cuộc đua;Những người chạy không chạy đua quanh một đường đua;0,72
Những người chạy đang chạy quanh một đường đua;Những người chạy đang chạy đua trong một cuộc thi;0,80
